"",molecularweight,xlogp,hydrogenbonddonorcount,hydrogenbondacceptorcount,polarsurfacearea,formalcharge,numrings,rotatablebondcount,refractivity,logpsolubility,ro5,ghose,veber,blood,skin,brain,testis,adipose tissue,muscle,nerve,blood vessel,heart,lung,esophagus,kidney,thyroid,uterus,pancreas,vagina,stomach,adrenal gland,colon,prostate,spleen,liver,ovary,breast,bladder,small intestine,salivary gland,lossfreq,maxbtwn,maxdegree,ntargets,wqed,result
358,Diethylcarbamazine,199.168462309,0.091605889333333,0,2,26.79,0,1,2,58.2767,236.0,0,0,0,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458937198067633,23283.5032271073,10,2,0.34,passed
359,Nedocromil,371.100501903,2.49671676566667,2,8,121.21,0,3,5,98.086,0.0459,0,0,1,4.952,4.881,4.999,4.962,3.643,4.232,3.199,0.0,4.917,4.945,4.643,4.832,3.079,3.467,4.635,0.0,4.462,3.424,3.497,4.869,3.73,4.98,4.574,0.0,3.597,0.0,3.023,0.503311258278146,1511257.17005207,1958,5,0.5489999999999999,passed
361,Azatadine,290.178298714,3.74754120233333,0,2,16.13,0,4,0,101.5287,0.113,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,1,0.568,passed
362,Methoxamine,211.120843415,0.569911803333333,2,4,64.71,0,1,4,57.8391,9.21,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495495495495495,11762.5826278582,22,2,0.435,passed
364,Trimipramine,294.209598842,4.757892353666669,0,2,6.48,0,3,4,95.022,0.026000000000000002,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,47272.597854723,40,11,0.461,passed
365,Rocuronium,529.400533194,-0.33122168213841097,1,4,59.0,1,6,6,161.6511,2.84e-05,1,1,1,0.0,0.0,4.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47196261682242996,10900.3791572507,22,3,0.65,passed
367,Pralidoxime,137.07148792,-3.2571189331384103,1,2,36.47,1,1,1,40.3265,0.149,0,1,0,4.54,0.0,4.927,0.0,0.0,3.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565445026178011,51784.0228675716,20,2,0.807,passed
369,Meclizine,390.18627658099996,6.38794153233333,0,2,6.48,0,4,5,119.3922,0.00103,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,2,0.435,passed
371,Hydrocortisone,362.20932407,1.27516643466667,3,5,94.83,0,4,2,97.4,0.19899999999999998,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.509090909090909,256392.74781158,268,2,0.304,failed
372,Scopolamine,303.147058165,0.894952295,1,4,62.3,0,4,5,79.7213,6.61,0,0,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5055467511885889,23664.9424901665,22,6,0.34,passed
373,Carbinoxamine,290.11859094700003,3.27194061933333,0,3,25.36,0,2,6,82.1278,0.228,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,1,0.183,passed
374,Prilocaine,220.157563272,2.6809227156666697,2,2,41.13,0,1,5,67.863,0.326,0,0,1,0.0,0.0,4.499,0.0,0.0,3.418,0.0,0.0,4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,0.0,0.452054794520548,8902.61659339364,28,1,0.205,passed
375,Tranylcypromine,133.089149357,1.33888247033333,1,1,26.02,0,2,1,41.6966,1.49,0,1,0,0.0,0.0,4.545,0.0,0.0,0.0,0.0,0.0,3.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6560000000000015,0.0,0.0,0.0,0.0,0.0,0.404761904761905,0.0,66,2,0.38299999999999995,passed
376,Isoflurane,183.971433418,2.8359380043333298,0,1,9.23,0,0,3,23.039,3.56,0,1,0,0.0,0.0,4.973,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,1274114.41087933,614,22,0.518,passed
377,Ethotoin,204.089877638,1.0666929576666702,1,2,49.41,0,2,2,55.0493,2.38,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.732,0.0,0.0,0.0,3.107,0.0,0.452054794520548,8902.61659339364,28,1,0.267,passed
378,Dolasetron,324.14739251599997,2.32589023033333,1,3,62.4,0,5,3,89.3352,0.261,0,0,1,4.3260000000000005,0.0,4.465,0.0,0.0,0.0,0.0,0.0,0.0,4.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.296,0.0,0.47196261682242996,64.4693511321393,4,2,0.435,passed
379,Tetracycline,444.153265754,-3.5476153931003798,6,9,181.62,0,4,2,114.1883,1.33,1,1,1,4.567,3.5780000000000003,4.999,4.229,0.0,3.034,3.158,0.0,3.386,0.0,0.0,4.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,0.0,0.0,4.621,0.0,0.0,0.0,0.0,0.424657534246575,136557.723643617,66,1,0.674,passed
381,Mometasone,426.136464798,3.49966161766667,2,4,74.6,0,4,2,110.287,0.005229999999999999,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.33299999999999996,failed
383,Olopatadine,337.167793607,0.7462555190677691,1,4,49.77,0,3,5,109.5524,0.0313,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.592592592592593,4733.3017022455,40,5,0.402,passed
384,Hydrocortamate,475.29338804900004,2.32140624266667,2,6,104.14,0,4,8,129.4777,0.0855,0,1,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.47600000000000003,passed
386,Etoposide,588.18429111,1.16043045766667,3,12,160.83,0,7,5,139.0212,0.978,1,1,1,0.0,0.0,3.665,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966,3.286,0.0,0.0,0.0,0.0,0.44966442953020097,13574.609164536201,80,2,0.579,failed
387,Hydroflumethiazide,330.990831754,-0.301813971,3,5,118.36,0,2,2,64.2785,0.858,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.558823529411765,55774.7557586301,602,2,0.435,passed
388,Tirofiban,440.234492962,0.5982969923702579,3,6,104.73,0,2,13,117.4761,0.00317,0,0,1,4.5710000000000015,4.402,0.0,0.0,0.0,4.408,0.0,0.0,0.0,0.0,0.0,3.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.401,0.0,0.0,0.0,0.0,0.0,0.42156862745097995,175819.08926965098,242,2,0.435,passed
389,Oxcarbazepine,252.089877638,1.81817668933333,1,2,63.4,0,3,0,71.5579,0.16,0,0,1,0.0,0.0,4.499,0.0,0.0,3.418,0.0,0.0,4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,0.0,0.452054794520548,8902.61659339364,28,1,0.48200000000000004,passed
390,Propiomazine,340.16093409,4.54575421733333,0,3,23.55,0,3,5,103.5346,0.00703,0,0,0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,47272.597854723,40,14,0.501,passed
391,Phenelzine,136.100048394,1.20302004266667,2,2,38.05,0,1,3,54.2633,11.1,0,1,0,0.0,0.0,4.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.467,0.0,0.0,0.0,0.0,0.0,0.0,4.699,0.0,0.0,0.0,0.0,0.0,0.555555555555556,22304.0,66,6,0.516,passed
394,Naproxen,230.09429431400002,2.98578587466667,1,3,46.53,0,2,3,64.8535,0.0511,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.25,passed
396,Perindopril,368.23112214400004,0.630743839142058,2,5,95.94,0,2,9,95.6928,1.22,0,0,1,3.7,0.0,4.893,4.862,0.0,3.5010000000000003,0.0,4.671,4.743,4.626,0.0,3.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.588,0.0,0.0,0.0,3.315,0.0,0.574117647058824,370.08476391070997,8,1,0.42,passed
397,Tripelennamine,255.173547687,3.20119241733333,0,3,19.37,0,2,6,81.2749,2.84,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,0.0,0,1,0.21,passed
398,Primidone,218.10552770200002,1.11829885266667,2,2,58.2,0,2,2,59.0376,1.04,0,0,1,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,24492.452656767597,46,20,0.285,passed
399,Sulfasalazine,398.068490268,3.93743478683015,3,8,141.31,0,3,5,104.6029,0.0464,0,0,1,3.089,0.0,3.048,0.0,4.824,3.381,0.0,0.0,4.666,0.0,0.0,3.239,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,3.4930000000000003,0.0,0.0,0.0,0.0,0.0,0.5714285714285711,129055.52737062301,332,2,0.435,passed
400,Candesartan,440.159688536,5.04615915894527,2,7,118.81,0,5,7,134.9175,0.00771,1,1,1,4.56,0.0,4.533,0.0,0.0,3.006,0.0,0.0,3.07,0.0,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,4.623,0.0,0.0,0.0,0.0,0.0,0.417391304347826,57113.4254688706,48,1,0.608,failed
401,Tolazoline,160.100048394,1.203640193,1,2,24.39,0,2,2,49.0693,1.36,0,0,0,4.44,0.0,0.0,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516666666666667,2815.5179925905604,20,3,0.285,passed
402,Gentamicin,477.316248755,-3.13715552933333,8,12,199.73,0,3,7,118.0207,12.6,1,1,1,0.0,0.0,3.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39842632331902705,54354.3761872816,90,1,0.792,passed
403,Fenoldopam,305.08187109,1.9205201971922299,4,4,72.72,0,3,1,82.6847,0.272,0,0,1,0.0,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55625,47272.597854723,26,5,0.389,passed
404,Dicyclomine,309.266779369,4.92589314666667,0,2,29.54,0,2,8,91.7827,0.0032700000000000003,0,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20212765957446802,10900.3791572507,22,2,0.47100000000000003,passed
405,Minaprine,298.179361346,2.1896802423333304,1,5,50.28,0,3,5,91.1707,0.0701,0,0,1,4.54,0.0,4.927,0.0,0.0,3.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5576923076923079,51784.0228675716,66,9,0.084,passed
406,Proparacaine,294.19434270799997,2.6017163416666698,1,4,64.79,0,1,10,86.0358,1.39,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.544354838709677,311.923861315267,4,1,0.46799999999999997,passed
407,Indapamide,365.06008979,2.63954432233333,2,4,92.5,0,3,3,103.3134,0.0342,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.074,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44919786096256703,24185.711793086,40,2,0.125,passed
408,Tropicamide,284.152477894,1.37722738966667,1,3,53.43,0,2,6,82.5347,0.375,0,0,1,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27102803738317804,23664.9424901665,22,4,0.127,passed
411,Phenylbutazone,308.152477894,4.13579776566667,0,2,40.62,0,3,5,88.7583,0.14400000000000002,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.435,passed
412,Meloxicam,351.034747299,1.60058136066667,2,5,99.6,0,3,2,88.6249,0.154,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.135,passed
413,Orciprenaline,211.120843415,0.214961942528485,4,4,72.72,0,1,4,58.3977,6.92,0,0,1,4.579,0.0,4.603,0.0,3.08,3.568,0.0,0.0,4.635,0.0,0.0,0.0,4.353,0.0,0.0,0.0,0.0,0.0,0.0,4.422,0.0,3.222,0.0,0.0,0.0,0.0,0.0,0.35964912280701794,89139.86205324471,74,2,0.435,passed
414,Acetazolamide,221.988131458,-1.039466954,2,5,115.04,0,1,2,47.3567,2.79,0,1,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.5714285714285711,27332.2638012188,26,2,0.435,passed
415,Disulfiram,296.05093141,4.159758922,0,0,6.48,0,0,7,88.2352,0.0126,0,0,0,3.04,0.0,4.934,0.0,4.646,4.66,0.0,0.0,3.971,3.49,3.235,3.277,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,4.884,0.0,0.0,0.0,0.0,0.0,0.6132075471698111,48685.066230475095,436,2,0.503,passed
417,Enprofylline,194.08037558400002,-0.113667373333333,2,3,78.09,0,2,2,49.3104,5.68,0,0,1,0.0,0.0,4.961,3.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506666666666667,476.795263402699,12,3,0.38299999999999995,passed
419,Trifluoperazine,407.16430308800005,4.65592362666667,0,3,9.72,0,4,5,110.9753,0.008759999999999999,0,0,0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1274114.41087933,614,6,0.532,passed
420,Brompheniramine,318.073161265,3.7496588639999997,0,2,16.13,0,2,5,83.6683,0.0127,0,0,0,0.0,0.0,4.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3921568627450979,23664.9424901665,22,6,0.163,passed
421,Loperamide,476.223056017,4.77119085866667,1,3,43.78,0,4,7,139.319,0.00086,0,1,1,4.46,0.0,4.6110000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631578947,1274114.41087933,614,6,0.451,passed
422,Clocortolone,410.166015296,2.47482186166667,2,4,74.6,0,4,2,105.7364,0.015,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.313,passed
423,Tolazamide,311.130362243,1.91199000066667,2,4,78.51,0,2,2,81.3361,0.308,0,0,1,0.0,0.0,4.606,0.0,0.0,0.0,0.0,0.0,4.517,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5070422535211271,1143.35556950104,14,1,0.121,passed
424,Dobutamine,301.167793607,2.61625519204748,4,4,72.72,0,2,7,88.3911,0.0137,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,2,0.40700000000000003,passed
425,Oxazepam,286.050905313,2.92328081166667,2,3,61.69,0,3,1,77.8944,0.0881,0,0,1,0.0,0.0,4.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.561151079136691,93335.0377589151,584,19,0.157,passed
426,Donepezil,379.214743799,4.207932993666669,0,4,38.77,0,4,6,112.1147,0.0045,0,0,0,4.54,0.0,4.927,0.0,0.0,3.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283185840707965,51784.0228675716,30,2,0.244,passed
427,Nalbuphine,357.194008357,1.19292454804794,3,5,73.16,0,6,2,96.9999,2.09,0,0,1,4.46,0.0,4.6110000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631578947,11098.772774318999,40,2,0.435,passed
428,Flurandrenolide,436.226116993,1.5629681503333301,2,6,93.06,0,5,2,110.7919,0.0578,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.311,passed
429,Methylphenobarbital,246.10044232400003,1.63000619366667,1,3,66.48,0,2,2,64.643,0.71,0,0,1,0.0,4.305,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52991452991453,24492.452656767597,46,2,0.435,passed
430,Perphenazine,403.148510866,3.69201780933333,1,4,29.95,0,4,6,116.0987,0.0237,0,0,0,0.0,0.0,4.66,0.0,0.0,0.0,0.0,0.0,0.0,4.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394230769230769,1274114.41087933,614,3,0.47600000000000003,passed
431,Pseudoephedrine,165.115364107,1.31783472833333,2,2,32.26,0,1,3,49.6873,8.26,0,0,0,4.833,3.042,3.339,0.0,3.156,3.254,3.024,3.448,3.418,3.746,0.0,3.143,0.0,0.0,0.0,0.0,0.0,0.0,3.027,0.0,3.676,3.536,0.0,0.0,0.0,0.0,0.0,0.516666666666667,89139.86205324471,74,2,0.435,passed
432,Levorphanol,257.177964363,2.90304379133429,1,2,23.47,0,4,0,78.0809,0.17300000000000001,0,0,0,4.46,0.0,4.6110000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.671052631578947,11098.772774318999,40,3,0.23,passed
434,Prednisolone,360.193674006,1.27298992433333,3,5,94.83,0,4,2,98.4933,0.239,0,0,1,3.254,0.0,4.4910000000000005,0.0,3.125,3.194,0.0,0.0,0.0,3.132,0.0,4.629,0.0,4.564,0.0,0.0,0.0,3.417,0.0,0.0,0.0,4.657,0.0,0.0,0.0,0.0,0.0,0.350282485875706,256392.74781158,268,1,0.304,failed
435,Diflunisal,250.044150532,3.909892637,2,3,57.53,0,2,2,60.8641,0.0711,0,0,1,4.655,3.0780000000000003,4.667,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411803,8170.88863179302,30,2,0.435,passed
436,Vardenafil,488.220574232,1.32512050463676,1,8,109.13,0,4,7,142.7097,0.325,0,1,1,3.1860000000000004,0.0,4.542,0.0,0.0,4.635,0.0,0.0,3.109,4.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6160000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794871794871795,47650.24204292901,30,2,0.435,passed
437,Ranitidine,314.14126128,0.9814784663333329,2,5,86.26,0,1,10,95.15299999999999,0.0795,0,0,1,4.54,0.0,4.927,0.0,0.0,3.796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314285714285714,0.0,2,1,0.621,passed
438,Alprenolol,249.172878985,2.6927899056666704,2,3,41.49,0,1,8,74.6628,0.188,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457627118644068,89139.86205324471,74,3,0.304,failed
439,Ritodrine,287.15214354299997,1.81558491439949,4,4,72.72,0,2,6,83.0167,0.179,0,0,1,4.579,0.0,4.603,0.0,3.08,3.568,0.0,0.0,4.635,0.0,0.0,0.0,4.353,0.0,0.0,0.0,0.0,0.0,0.0,4.422,0.0,3.222,0.0,0.0,0.0,0.0,0.0,0.35964912280701794,89139.86205324471,74,1,0.35,passed
440,Benzonatate,603.361861543,2.350620347,1,11,121.4,0,1,33,161.5422,0.00159,1,1,1,0.0,0.0,4.499,0.0,0.0,3.418,0.0,0.0,4.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.234,0.0,0.452054794520548,8902.61659339364,28,1,0.9059999999999999,passed
441,Dorzolamide,324.02721908,-0.151113512728264,2,5,106.33,0,2,3,72.4611,0.6990000000000001,0,0,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.5473684210526321,27332.2638012188,26,3,0.22,passed
442,Terbutaline,225.13649347900002,0.44103740448867607,4,4,72.72,0,1,4,63.0359,5.84,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5380000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35964912280701794,89139.86205324471,74,1,0.397,passed
444,Eprosartan,424.145677956,3.79723039359043,2,5,92.42,0,3,10,117.0243,0.00866,0,0,1,4.56,0.0,4.533,0.0,0.0,3.006,0.0,0.0,3.07,0.0,0.0,3.1910000000000003,0.0,0.0,0.0,0.0,0.0,3.08,0.0,0.0,0.0,4.623,0.0,0.0,0.0,0.0,0.0,0.417391304347826,57113.4254688706,48,1,0.514,passed
445,Chlorothiazide,294.94882478200003,-0.44218148466666707,2,6,118.69,0,2,1,62.5082,0.39799999999999996,0,1,1,4.599,0.0,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,0.0,0.0,0.0,0.0,3.486,0.0,3.318,0.0,0.0,4.626,4.526,0.0,4.54,3.127,0.0,0.5473684210526321,27332.2638012188,26,4,0.226,passed
